[61416:57196:1231/134749.576:WARNING:chrome_command_line_pref_store.cc(119)] Additional command-line proxy switches specified when --no-proxy-server was also specified.
[61416:57196:1231/134749.583:WARNING:chrome_command_line_pref_store.cc(119)] Additional command-line proxy switches specified when --no-proxy-server was also specified.
[61416:57196:1231/134749.675:WARNING:chrome_command_line_pref_store.cc(119)] Additional command-line proxy switches specified when --no-proxy-server was also specified.
[61416:57196:1231/134750.228:WARNING:CONSOLE(0)] "HTML Imports is deprecated and will be removed in M73, around March 2019. Please use ES modules instead. See https://www.chromestatus.com/features/5144752345317376 for more details.", source:  (0)
[61416:57196:1231/134750.242:WARNING:CONSOLE(77)] "document.registerElement is deprecated and will be removed in M73, around March 2019. Please use window.customElements.define instead. See https://www.chromestatus.com/features/4642138092470272 for more details.", source: https://ssl.gstatic.com/chrome/components/doodle-notifier-02.html (77)
[61416:57196:1231/134751.289:INFO:CONSOLE(8)] "SW registered", source: https://www.google.com/_/chrome/newtab?ie=UTF-8 (8)
[61416:57196:1231/134916.784:INFO:CONSOLE(327)] "[esri.core.urlUtils]", source: https://js.arcgis.com/4.5/dojo/dojo.js (327)
[61416:57196:1231/134938.507:INFO:CONSOLE(129)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://incapsulate311-sat-dev-ed.my.salesforce.com/fonts/SalesforceSans/SalesforceSans-Light.woff2", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/EXT/ext-3.3.3/ext.js (129)
[61416:57196:1231/134938.777:INFO:CONSOLE(0)] "Invalid 'X-Frame-Options' header encountered when loading 'https://incapsulate311-sat-dev-ed.my.salesforce.com/support/console/highlightpanel.apexp?id=500f200001L9SXA&isdtp=vw&inContextPane=true&nonce=f28c5cef72468cd432709c24ba65f6872b816d8aaf066138d88bb75cb446f5f0&sfdcIFrameOrigin=https%3A%2F%2Fincapsulate311-sat-dev-ed.my.salesforce.com': 'ALLOW-FROM https://incapsulate311-sat-dev-ed.my.salesforce.com' is not a recognized directive. The header will be ignored.", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/console?tsid=02uf2000001DGlj (0)
[61416:57196:1231/134938.966:INFO:CONSOLE(396)] "[HighlightPanel] Initialization started", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/jslibrary/1543986924000/sfdc/main.js (396)
[61416:57196:1231/134938.971:INFO:CONSOLE(396)] "[HighlightPanel] Splitter created between panels LEFT (WEST) and CENTER (EAST).", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/jslibrary/1543986924000/sfdc/main.js (396)
[61416:57196:1231/134938.971:INFO:CONSOLE(396)] "[HighlightPanel] Splitter created between panels CENTER (WEST) and RIGHT (EAST).", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/jslibrary/1543986924000/sfdc/main.js (396)
[61416:57196:1231/134938.983:INFO:CONSOLE(396)] "[HighlightPanel] Initialization successful", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/jslibrary/1543986924000/sfdc/main.js (396)
[61416:57196:1231/134938.995:INFO:CONSOLE(1)] "Uncaught SyntaxError: Unexpected token E in JSON at position 0", source: https://2jmxa.la4-c2-phx.salesforceliveagent.com/chat/rest/cdm?version=44 (1)
[61416:57196:1231/134938.999:INFO:CONSOLE(1)] "Uncaught SyntaxError: Unexpected token E in JSON at position 0", source: https://2jmxa.la4-c2-phx.salesforceliveagent.com/chat/rest/cdm?version=44 (1)
[61416:57196:1231/134940.131:INFO:CONSOLE(236)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://incapsulate311-sat-dev-ed.my.salesforce.com/fonts/feed/compactfeedicons.woff", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/500f200001L9SXA?isdtp=vw&isWsVw=true&nonce=f28c5cef72468cd432709c24ba65f6872b816d8aaf066138d88bb75cb446f5f0&sfdcIFrameOrigin=https%3A%2F%2Fincapsulate311-sat-dev-ed.my.salesforce.com (236)
[61416:57196:1231/134940.537:INFO:CONSOLE(255)] "CEB EVENT! ns<chatter:feed> en<onAfterExpandedStateChange> pld<[object Object]> exec-time<0>", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/jslibrary/1539646802000/sfdc/Chatter.js (255)
[61416:57196:1231/134940.581:INFO:CONSOLE(255)] "publisher core wiring started", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/jslibrary/1539646802000/sfdc/Chatter.js (255)
[61416:57196:1231/134940.589:INFO:CONSOLE(255)] "publisher core wiring finished in 7ms", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/jslibrary/1539646802000/sfdc/Chatter.js (255)
[61416:57196:1231/134943.037:INFO:CONSOLE(255)] "CEB EVENT! ns<chatter:publisher> en<onAfterFeedLoad> pld<[object Object]> exec-time<0>", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/jslibrary/1539646802000/sfdc/Chatter.js (255)
[61416:57196:1231/134943.049:INFO:CONSOLE(397)] "ChatterHover: element not a link or wrapped in link or containing link. DomId:hoverItem132", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/jslibrary/1543986924000/sfdc/main.js (397)
[61416:57196:1231/134943.078:INFO:CONSOLE(1)] "Uncaught SyntaxError: Unexpected token E in JSON at position 0", source: https://2jmxa.la4-c2-phx.salesforceliveagent.com/chat/rest/cdm?version=44 (1)
[61416:57196:1231/134943.079:INFO:CONSOLE(1)] "Uncaught SyntaxError: Unexpected token E in JSON at position 0", source: https://2jmxa.la4-c2-phx.salesforceliveagent.com/chat/rest/cdm?version=44 (1)
[61416:57196:1231/134943.080:INFO:CONSOLE(1)] "Uncaught SyntaxError: Unexpected token e in JSON at position 0", source: https://2jmxa.la4-c2-phx.salesforceliveagent.com/chat/rest/cdm?version=44 (1)
[61416:57196:1231/134943.080:INFO:CONSOLE(1)] "Uncaught SyntaxError: Unexpected token e in JSON at position 0", source: https://2jmxa.la4-c2-phx.salesforceliveagent.com/chat/rest/cdm?version=44 (1)
[61416:57196:1231/135218.566:INFO:CONSOLE(0)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://incapsulate311-sat-dev-ed.my.salesforce.com/login/assets/fonts/SalesforceSans/SalesforceSans-Regular.woff2", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/ (0)
[61416:57196:1231/135218.568:INFO:CONSOLE(0)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://incapsulate311-sat-dev-ed.my.salesforce.com/login/assets/fonts/SalesforceSans/SalesforceSans-Light.woff2", source: https://incapsulate311-sat-dev-ed.my.salesforce.com/ (0)
[61416:57196:1231/135219.050:INFO:CONSOLE(1596)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://c1.sfdcstatic.com/etc/clientlibs/sfdc-aem-master/clientlibs_base/fonts/SalesforceSans-Regular.woff", source: https://c1.sfdcstatic.com/etc/clientlibs/granite/jquery.min.a1b61eccd1f2b58b4221afee4dd310e6.js (1596)
[61416:57196:1231/135219.051:INFO:CONSOLE(1596)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://c1.sfdcstatic.com/etc/clientlibs/sfdc-aem-master/clientlibs_base/fonts/SalesforceSans-Bold.woff", source: https://c1.sfdcstatic.com/etc/clientlibs/granite/jquery.min.a1b61eccd1f2b58b4221afee4dd310e6.js (1596)
[61416:57196:1231/135219.051:INFO:CONSOLE(1596)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://c1.sfdcstatic.com/etc/clientlibs/sfdc-aem-master/clientlibs_base/fonts/SalesforceSans-Light.woff", source: https://c1.sfdcstatic.com/etc/clientlibs/granite/jquery.min.a1b61eccd1f2b58b4221afee4dd310e6.js (1596)
[61416:57196:1231/135219.073:INFO:CONSOLE(919)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://c1.sfdcstatic.com/etc/clientlibs/sfdc-aem-master/clientlibs_base/fonts/salesforce-icons.woff2", source: https://c1.sfdcstatic.com/etc/clientlibs/granite/jquery.min.a1b61eccd1f2b58b4221afee4dd310e6.js (919)
